class,subclass,mag_u,mag_g,mag_r,mag_i,mag_z,redshift,flux_u,flux_g,flux_r,flux_i,flux_z,photRA,specRA,photDec,specDec,petrosianRadius_u,deVEffectiveRadius_u,petrosianRadius_z,deVEffectiveRadius_z
GALAXY,STARFORMING,19.22442,17.9412,17.43096,17.12914,16.97593,0.05525983,6.071459,15.77802,25.80815,33.9502,39.58072,128.8094939,128.8095,38.54325635,38.543263,6.231244,11.74298,7.976289,9.037035
QSO,BROADLINE,20.34007,20.36473,20.1918,20.21841,20.0979,1.259956,5.405797,6.529984,7.512574,7.780751,7.414113,128.9051575,128.90516,38.65373324,38.653722,6.815671,5.588994E-05,3.731763,0.4713864
QSO,BROADLINE,18.92789,18.71051,18.53973,18.58515,17.90323,0.4054658,21.2031,19.9766,27.00286,36.28706,47.36627,128.868473,128.86846,38.78683467,38.786815,1.550634,0.1368699,1.653788,0.3177668
GALAXY,STARBURST,19.72642,18.63448,18.0194,17.63261,17.39882,0.1458641,11.96068,25.81004,47.54741,69.48675,81.14972,11.36518421,11.365199,-0.903965093,-0.903985,2.027612,0.8740476,2.09588,1.132727
GALAXY,STARFORMING,19.9466,18.9243,18.61374,18.41672,18.38131,0.04401005,2.876968,7.045088,10.59103,12.41111,14.32089,11.34452896,11.344541,-0.862075069,-0.8621,4.95585,21.20299,4.905444,6.661673
GALAXY,STARFORMING,20.0336,18.67084,17.88173,17.45428,17.19028,0.1157543,6.262489,17.46823,36.91553,55.66916,70.50359,11.53615469,11.536161,-0.964056252,-0.964065,4.315646,4.107048,2.904669,1.607212
GALAXY,STARFORMING,20.60291,18.71531,17.85544,17.3484,16.97147,0.1183767,3.988027,8.394849,21.38167,34.76538,45.31156,11.72154551,11.721537,-0.939603002,-0.939576,3.071894,7.934471,5.774691,7.836586
GALAXY,STARFORMING,20.1656,19.15579,18.54158,18.23415,18.10319,0.1769697,5.359453,10.14981,18.54205,24.83056,25.87909,11.87368879,11.873702,-0.972716517,-0.972718,7.205743,6.171747,2.729408,2.157321
GALAXY,STARBURST,20.14555,19.1653,18.97067,18.67505,18.87307,0.06376937,4.756843,7.757232,10.42053,14.31806,14.71256,11.93647844,11.936452,-0.049356283,-0.049423,5.444731,12.42162,5.054149,6.496746
GALAXY,STARFORMING,19.65672,18.59223,17.97493,17.91433,17.54963,0.06316385,6.819449,12.60068,20.04412,26.9587,31.81884,32.79597938,32.795937,0.637443187,0.637414,4.341005,5.155481,5.564709,7.698808
QSO,BROADLINE,21.56335,21.39095,21.05648,20.98026,21.70866,1.414726,4.39552,3.343761,5.210654,6.116378,6.538136,354.5915445,354.59154,0.752773787,0.75277378,1.157824,0.1220914,1.291163,0.7086803
QSO,BROADLINE,21.82292,21.39746,21.02478,20.7032,21.17939,1.562288,0.9525006,1.629411,2.751438,4.060049,3.785655,354.6876225,354.68762,0.812537865,0.8125443,1.722261,0.8796391,2.288431,1.488637
QSO,BROADLINE,24.98391,21.0252,20.52168,20.1237,19.89592,3.102581,1.820759,2.694947,6.221907,9.777699,12.11274,138.997072,138.99708,5.431260565,5.4312642,0.6986386,0.05555908,1.607745,0.206664
QSO,BROADLINE,19.78768,19.04333,18.93531,18.78422,18.42757,2.358002,20.27412,31.71393,36.13155,38.93514,47.08316,148.5588593,148.55887,6.256287841,6.2562822,1.721201,0.141396,11.24049,0.001025747
QSO,BROADLINE,21.19551,19.98097,19.68718,19.54358,19.51164,3.019274,6.202681,9.156798,11.93011,11.96331,11.89995,148.6574386,148.65744,6.162934508,6.1629342,1.50525,0.09298253,1.190858,0.1520468
QSO,BROADLINE,22.5613,21.31433,21.0573,21.333,21.16939,2.916203,0.6808652,3.200651,4.154292,3.770372,4.363499,148.3681412,148.36814,6.591076515,6.5910843,1.372252,0.6226783,2.609118,0.001374305
QSO,BROADLINE,23.7925,21.8591,21.41899,21.46638,21.04384,2.817837,2.439015,3.405013,4.548887,4.290489,4.55888,148.5803377,148.58034,6.558964431,6.558965,0.9178642,0.7212393,1.363002,0.1220729
QSO,BROADLINE,21.73703,21.3462,21.26918,21.50757,21.08,2.495193,1.835122,3.759616,3.689558,3.089887,3.797203,151.9730126,151.97301,6.882342389,6.882344,1.363726,0.001663366,0.953527,0.4323339
GALAXY,STARFORMING,18.89525,17.70347,17.1486,16.82956,16.63482,0.09110198,7.890975,14.25487,24.85051,35.86911,44.15827,139.1313287,139.13133,6.104930761,6.1049316,7.870064,12.32204,6.597033,8.283098
GALAXY,STARFORMING,20.15299,18.34804,17.4569,17.03107,16.68789,0.09601979,6.482855,19.9706,47.61882,74.89925,101.1071,139.2351587,139.23516,6.192305935,6.1923099,4.419781,3.6175,3.799756,2.913066
GALAXY,STARFORMING,19.31022,18.28916,17.8713,17.55639,17.42202,0.08887441,8.726977,18.43862,28.73935,39.04956,44.67096,139.1026334,139.10263,5.523818536,5.5238442,4.555346,6.799802,4.750041,4.10734
GALAXY,STARBURST,19.17994,17.96845,17.5207,17.23096,17.11663,0.05534976,3.973023,9.82418,15.92758,21.41437,23.96496,139.1341535,139.13417,5.506032858,5.5060366,8.782022,29.66488,8.400824,14.60703
QSO,BROADLINE,20.77657,20.26533,20.18238,20.27974,20.10901,2.526038,5.453236,6.517057,6.365355,5.4377,6.818295,148.6820842,148.68208,6.332987366,6.3329908,3.606916,0.1252168,1.040809,0.106791
GALAXY,STARFORMING,20.24304,18.41236,17.51969,17.06091,16.75577,0.1355021,6.679401,16.74689,39.46418,59.95617,77.84112,139.1255979,139.12562,5.961736498,5.9617356,5.366469,6.373722,4.183853,1.918949
QSO,BROADLINE,19.49995,19.43922,19.25141,19.1338,19.22969,1.210347,13.08539,13.62966,17.7069,19.00218,18.02239,139.1262184,139.12624,5.981707932,5.9817074,1.742732,0.1149343,1.570034,0.006771979
GALAXY,STARFORMING,19.68136,18.32343,17.46978,16.93596,16.63074,0.1365469,5.675686,14.31098,34.54503,57.7875,77.58353,139.1442096,139.14423,6.029615521,6.0296153,10.51397,7.556412,4.029581,2.656419
GALAXY,STARBURST,19.23027,18.14317,17.89247,17.62877,17.40502,0.07248857,4.396743,10.01465,14.58302,19.67298,20.11239,139.358995,139.359,6.037036618,6.0370441,11.30815,15.35256,7.924407,9.888451
GALAXY,AGN,18.7996,16.75537,15.90485,15.4747,15.19443,0.06070552,9.781091,31.16079,72.20918,107.3699,142.311,148.4039581,148.40396,6.725485215,6.7254845,7.544507,4.897949,9.399946,5.175738
GALAXY,STARFORMING,17.44754,16.31175,15.94069,15.72154,15.56218,0.03133616,26.57032,54.10978,75.25304,90.55112,103.7915,151.8140824,151.81409,6.956152278,6.9561535,5.698332,7.940675,6.96858,9.869588
QSO,BROADLINE,21.66274,21.14488,21.16994,21.22526,21.144,2.515458,1.637034,2.624735,3.111658,3.096547,4.273546,151.8693298,151.86933,7.050711252,7.0507114,2.213382,0.1153681,1.238923,0.503997
QSO,BROADLINE,21.08801,20.32494,20.20711,20.1504,19.89816,2.280532,5.840913,11.28533,12.53443,12.48168,14.91154,152.0108552,152.01086,6.971154467,6.9711552,1.381557,0.2566154,1.168506,0.001100541
GALAXY,STARFORMING,17.31578,15.49491,15.02402,14.76999,14.70651,0.01231521,18.13429,30.98618,47.14024,58.60622,66.30088,139.0457797,139.04584,6.32941262,6.329409,14.20657,29.66845,16.63347,29.67257
GALAXY,STARFORMING,18.8868,17.79286,17.30498,16.96211,16.83112,0.07018375,21.53967,38.5416,58.65359,79.96432,88.9338,139.0115658,139.01158,6.325505662,6.3255126,3.113313,1.281041,3.361063,1.841178
QSO,BROADLINE,19.73521,19.61552,19.54659,19.30631,19.35867,1.662305,14.07676,15.44551,15.83354,18.60104,18.29339,139.0070062,139.00701,6.413086057,6.4130899,1.898846,0.2381211,2.006997,0.3982199
QSO,BROADLINE,22.66518,21.56562,21.29869,20.13389,19.92958,0.06838588,-0.7529842,2.220374,3.017349,7.487071,8.319236,152.000169,152.00017,7.50461791,7.5046169,7.358692,5.801451,3.235771,0.88237
GALAXY,STARBURST,18.35723,17.3895,17.16078,16.97473,16.90569,0.04528034,25.23711,38.67175,48.6343,58.90195,63.95757,138.9539809,138.95401,6.637365728,6.6373737,4.729543,5.478694,4.89587,5.116222
QSO,BROADLINE,19.38995,18.97047,18.77055,18.61195,18.37095,2.081742,20.96557,19.56404,25.07014,30.35337,40.23955,145.1746352,145.17463,7.298217132,7.2982187,1.848779,0.1206613,1.800488,0.05429863
GALAXY,STARFORMING,22.63577,22.15697,20.81692,19.97025,19.71673,0.3264403,0.4088732,0.7408744,3.052873,5.532758,8.960389,145.1819362,145.18193,7.921714112,7.9217136,18.01877,29.66759,3.003699,2.075441
GALAXY,STARBURST,20.12746,19.42917,19.3192,19.22342,19.45749,0.09091005,5.905043,8.294902,10.23972,14.13757,9.954163,33.0077582,33.007761,0.90920033,0.909186,11.30753,8.165619,9.205941,4.045169
GALAXY,STARFORMING,20.24128,19.03788,18.49598,18.23582,17.8797,0.1008128,2.277759,6.819839,12.69537,16.95261,17.71296,33.04027877,33.040266,0.927379054,0.927404,68.31416,29.67059,5.256955,7.148725
GALAXY,STARFORMING,21.38255,19.53672,18.09483,17.48457,17.11826,0.2616503,-0.6268879,4.3863,17.88645,32.20575,49.10437,145.1901641,145.19016,7.185861315,7.1858613,2.970322,7.423414,3.317711,1.843396
QSO,BROADLINE,21.59206,21.09302,20.92153,20.56743,20.75278,0.6382107,3.478351,3.52834,3.809883,4.832065,4.98209,146.4388016,146.4388,7.317320812,7.3173207,2.212634,0.1080164,0.9956295,0.000106961
QSO,BROADLINE,24.10393,21.71651,21.00726,20.27686,19.85815,0.6651608,1.282992,2.132509,3.732509,5.900581,7.455269,146.4823365,146.48234,7.234307379,7.234307,4.584521,29.64033,2.443626,0.6655836
QSO,BROADLINE,20.54835,20.07145,19.88714,19.75718,19.41063,2.198609,7.982908,9.139307,10.12423,11.03343,14.20677,145.3042089,145.30421,7.615210454,7.6152096,5.68638,0.1871955,1.569704,0.1630016
QSO,BROADLINE,20.80441,20.10228,19.95051,19.92887,19.68643,2.509261,6.480612,9.55002,10.56845,11.80167,15.92579,145.3440535,145.34405,7.575496621,7.5754958,2.664018,0.206837,1.055244,0.1521201
GALAXY,STARBURST,21.55549,21.03579,20.76662,20.31049,20.5796,0.1756865,1.789778,3.480822,4.879096,5.116404,5.429785,211.7055879,211.70559,54.03006586,54.030106,1.776833,0.4252346,5.981352,0.2952286
QSO,BROADLINE,21.49108,21.58248,21.59401,21.04287,21.23536,1.971363,4.678278,3.135238,3.031129,4.252691,5.5907,211.8914181,211.8914,53.22296281,53.223028,2.103132,0.6141644,2.948966,2.616054
GALAXY,STARBURST,22.88128,22.13507,21.45287,21.14314,21.18887,0.5079777,2.64084,1.029074,1.963287,2.551335,3.042429,211.6824542,211.68243,54.06090307,54.06095,1.111308,0.2080455,1.060597,0.1932305
QSO,BROADLINE,22.34434,22.03416,22.01085,22.18481,21.45074,2.455422,0.1754992,1.307773,1.393756,1.40052,1.65107,258.7125462,258.71255,37.04636282,37.046363,2.466786,0.306358,2.969673,5.624065E-05
GALAXY,STARFORMING,20.20356,18.62544,17.68214,17.17061,16.79393,0.1521754,5.13619,12.44242,32.01376,51.98513,66.84338,12.12690321,12.126894,-0.170430671,-0.170425,6.055056,15.67786,3.695571,2.998793
QSO,BROADLINE,19.51204,19.10099,18.44437,17.97283,17.77197,0.2264973,12.28148,15.64445,30.95239,46.70869,55.89005,128.7366407,128.73663,37.69918878,37.699209,1.942232,0.1200676,2.531856,0.5843931
GALAXY,STARFORMING,19.39172,18.4926,18.28322,18.15156,18.01231,0.03022701,14.89162,23.23478,28.22821,31.61753,33.68108,129.0307672,129.03077,37.99319766,37.993213,3.471764,2.872528,2.896874,2.704812
QSO,BROADLINE,18.92924,18.68348,18.62372,18.49923,18.5625,1.485567,44.78147,35.58409,38.43789,43.55136,40.95086,129.005021,129.00503,38.450066,38.45007,1.418983,0.000791656,1.265183,0.08218623
GALAXY,STARFORMING,19.22367,17.63819,16.87639,16.45102,16.17152,0.05782929,6.366262,17.80675,39.02711,57.74528,73.99451,128.9313132,128.93132,38.31079246,38.310801,27.92492,18.4866,6.488472,10.69401
GALAXY,STARFORMING,18.66449,17.56742,17.06133,16.70558,16.53489,0.09125938,15.13282,32.87301,55.53247,78.07017,82.55163,128.9784061,128.97842,38.3525092,38.352523,4.43439,4.623058,3.958958,3.801976
GALAXY,STARFORMING,19.77952,17.57912,16.64656,16.11959,15.73328,0.09091877,5.344276,18.58927,49.51956,84.72267,117.4776,128.9919828,128.99198,38.3671847,38.367201,5.71602,18.87003,7.187437,8.564079
QSO,BROADLINE,18.5712,18.06556,17.37934,16.95169,16.67993,0.1854116,37.10258,46.51162,79.28319,114.2228,136.1103,128.7224815,128.72247,38.78571725,38.785701,1.646277,0.1876185,3.189712,1.008328
QSO,BROADLINE,19.54819,19.33196,19.20157,19.29189,19.13246,0.9069015,17.75097,19.6287,21.57736,19.74401,20.89526,128.855259,128.85524,38.86630089,38.866275,1.468984,0.001627851,1.472139,0.2268755
GALAXY,STARBURST,21.36817,20.9437,20.85436,20.90661,21.43136,0.05143159,7.645288,8.697329,11.18021,14.42813,15.99117,140.3017004,140.3017,46.42928813,46.429288,1.520293,0.2052594,1.376329,0.6017433
QSO,BROADLINE,21.87887,21.34068,20.70708,20.46753,20.06351,2.124267,3.016085,1.963369,3.377773,4.706998,7.329357,140.3483157,140.34832,46.75229842,46.752298,1.276055,0.3004222,1.181909,0.1221145
QSO,BROADLINE,22.96074,22.40799,21.84692,21.24947,21.17762,0.9567136,3.218899,3.210072,3.979961,4.626869,5.844759,140.4144363,140.41444,46.77395528,46.773955,0.872761,0.1220734,2.999126,2.155281
QSO,BROADLINE,20.0528,19.9626,19.94777,19.7521,19.78391,1.909609,9.055093,7.296711,7.311439,9.003154,9.120743,139.9149683,139.91495,47.12273736,47.122759,1.291541,0.04347351,1.308809,0.1332902
QSO,BROADLINE,21.14287,20.81227,20.81212,20.65344,20.5727,0.8922331,4.113618,2.51512,2.690578,3.465163,4.510381,140.2212483,140.22125,47.30217005,47.30217,1.484261,0.3289998,0.6288884,0.000445284
QSO,BROADLINE,21.24305,21.11896,20.91198,20.82746,20.91307,1.435144,1.765876,2.437293,2.803757,3.049534,3.038998,140.3272384,140.32724,47.21785852,47.217859,1.136044,0.000516578,0.9997213,0.175981
QSO,BROADLINE,21.70917,21.46301,21.06185,21.00286,21.32623,1.218023,5.099013,4.561531,5.646688,5.368193,5.340802,140.4815807,140.48158,47.40902045,47.40902,3.250273,0.001362366,3.457094,1.022664
GALAXY,STARBURST,22.04193,21.59122,21.16102,20.88719,21.07089,0.159678,1.14134,2.117834,3.162011,4.057008,4.623196,140.563393,140.56339,47.33676118,47.336761,1.298826,0.09828328,1.00717,0.1770958
QSO,BROADLINE,20.73623,20.77188,20.41306,20.42403,20.35984,1.325976,5.941764,5.199557,7.308591,7.438263,8.083483,140.4410412,140.44104,47.755014,47.755014,0.9648362,0.06867529,1.110744,0.3975831
GALAXY,STARBURST,22.16984,21.96457,21.36666,21.33995,21.00824,0.4216811,1.348564,1.316384,2.413463,2.922945,3.23487,139.8760891,139.87609,46.76372469,46.763725,3.087376,0.1218743,4.050715,1.174559
QSO,BROADLINE,20.43914,20.45324,19.97891,19.81448,19.81787,1.363137,8.166594,4.828354,7.984784,9.31219,10.05897,139.9620611,139.96207,46.70343282,46.703433,1.4679,0.0787438,3.282273,0.2120206
QSO,BROADLINE,21.03215,20.87497,20.61703,20.35824,20.4343,1.196273,6.438077,5.931098,7.394079,8.320877,8.748587,139.9377294,139.93773,46.81439681,46.814397,3.609508,7.451456E-05,1.211712,0.002130192
QSO,BROADLINE,20.43823,20.00981,19.72922,19.46432,19.52553,1.538387,14.60638,13.19312,14.6692,18.33133,18.32636,139.8948485,139.89485,46.86185378,46.861862,1.569927,0.1053939,2.90396,0.2148413
QSO,BROADLINE,21.37266,21.09695,20.77222,20.89564,20.63745,1.014632,2.650879,2.525304,3.403783,3.321138,3.323432,139.9517671,139.95177,46.84663764,46.846638,3.874734,0.49667,1.183577,0.000976641
QSO,BROADLINE,21.16538,20.89112,20.94808,20.74283,20.06396,2.134782,9.17541,6.502763,6.048095,7.214936,9.264187,140.0930523,140.09305,46.94210384,46.942104,1.423669,0.01680192,1.229694,0.05813348
QSO,BROADLINE,22.17747,20.23195,19.73126,19.58073,19.72717,2.847236,6.679617,9.504332,13.20625,15.39846,14.25433,140.2148632,140.21486,46.98587279,46.985873,1.435656,0.01235566,1.489641,0.1894351
QSO,BROADLINE,21.76973,21.485,21.56115,21.49267,21.05661,2.314346,1.723435,2.199224,1.73058,1.880052,2.643081,140.2028286,140.20283,47.31583473,47.315835,1.278711,0.07870013,1.036806,0.1371769
QSO,BROADLINE,20.48272,20.18786,20.13295,19.94385,20.11607,1.570214,6.960749,5.736045,6.065583,7.727114,7.627009,140.4503686,140.45037,47.59136929,47.591369,1.476037,0.07868136,1.075216,0.002156599
QSO,BROADLINE,20.07612,20.0225,19.84234,19.7784,19.88978,1.436468,13.27841,14.09681,15.91633,17.22529,16.94892,140.5040706,140.50407,47.54402461,47.544123,6.290006,4.399089E-05,1.576553,0.239631
QSO,BROADLINE,21.96633,21.8771,21.2787,21.23803,21.16845,1.235755,0.3366141,1.670332,2.683361,3.235733,4.806782,140.5475237,140.54752,47.49513936,47.495139,1.3736,0.1060748,1.372179,0.07852625
QSO,BROADLINE,20.26237,20.10019,19.81712,19.94098,19.95987,1.077677,9.300641,8.858485,11.79246,11.03387,9.724457,129.0005255,129.00053,37.61835778,37.618392,1.453341,0.1024902,1.522557,0.1173806
GALAXY,STARFORMING,19.0855,18.07296,17.41109,16.9789,16.73688,0.1220926,9.603466,18.93243,36.29409,53.34262,62.29793,128.9019808,128.902,37.6761229,37.676158,3.995692,2.17739,5.469148,3.747004
GALAXY,STARFORMING,19.15856,18.01181,17.54166,17.2552,17.13146,0.04576468,10.11354,16.27314,25.66026,33.92075,38.84179,154.3973043,154.39729,5.363602566,5.3635798,7.77382,14.8525,15.01317,8.45971
GALAXY,STARFORMING,18.38758,17.0678,16.48222,16.18425,15.88689,0.04754517,11.24801,22.66333,43.1022,61.16468,76.97203,129.4408261,129.44084,4.335670833,4.3356717,7.102005,15.34975,6.445404,11.71468
GALAXY,STARFORMING,19.05759,17.89129,17.30553,17.00319,16.79272,0.04769291,11.92537,27.4573,46.0372,62.79645,72.58143,129.5922697,129.59228,4.382481432,4.3824804,2.786572,1.089094,3.758785,2.000929
GALAXY,STARFORMING,19.50637,18.35412,17.80619,17.46034,17.36932,0.09409631,4.093127,10.33775,19.40885,27.54111,33.21515,129.7325015,129.73252,4.884200369,4.8842052,4.986618,3.500113,5.067644,5.728967
QSO,BROADLINE,19.44643,19.61917,19.30705,19.32343,19.50766,1.205824,8.3589,9.765203,15.17722,14.9826,12.92582,129.4780091,129.478,5.128353892,5.1283454,1.396915,0.1050362,1.382464,0.02824038
GALAXY,STARFORMING,20.02697,18.67968,17.67733,17.21699,16.93099,0.2020278,7.061061,13.62562,35.70106,56.09437,73.77782,129.7826994,129.78271,5.292378654,5.2923638,11.30735,3.394104,3.925949,2.211784
GALAXY,BROADLINE,17.4996,15.66083,14.83304,14.417,14.08803,0.06130348,25.06799,87.30994,213.079,323.8526,430.3393,129.9356074,129.93562,5.227664842,5.2276678,9.874738,15.82111,8.892142,7.025258
QSO,BROADLINE,19.52909,19.30202,18.92711,18.51525,18.16959,0.4489189,12.04941,14.36348,18.99502,27.85978,33.90759,129.4249014,129.42489,4.232989773,4.2329958,1.65801,0.1894288,2.231207,0.5900464
GALAXY,STARBURST,18.33868,17.12509,16.77751,16.52179,16.38874,0.04700837,29.06679,53.72986,76.28047,99.26504,111.8111,129.6885503,129.68855,4.113731265,4.1137336,3.745282,2.40455,4.763389,4.383886
QSO,BROADLINE,19.2472,19.10941,19.02551,18.76645,18.73524,1.699388,18.0736,26.19612,34.37458,46.55352,50.87649,354.4130023,354.413,0.448946487,0.44894798,1.160752,0.06355198,1.018365,0.116791
QSO,BROADLINE,18.41617,17.95212,17.2712,16.81251,16.58946,0.1832385,37.28227,43.90278,79.87813,135.5632,169.7747,354.568444,354.56844,0.841616504,0.84162498,1.426031,0.1633063,3.684087,1.468075
QSO,BROADLINE,22.53143,22.43,22.07865,21.60771,21.79209,1.665619,0.1655573,0.7295136,1.313116,2.023754,2.039233,354.6246785,354.62463,0.993066661,0.99311388,0.9951131,0.005820438,1.089334,12.95046
QSO,BROADLINE,20.74126,20.82345,20.89256,20.63803,20.2529,1.869097,2.126855,2.804862,2.837876,4.368258,3.984919,354.4755178,354.47552,1.166871018,1.166871,3.124484,0.1309339,2.00667,0.4289293
QSO,BROADLINE,21.09662,20.74392,20.61313,20.49077,20.18124,2.080842,5.686869,4.927431,6.758998,8.029569,10.75681,354.647657,354.64766,1.052457345,1.0524573,2.198621,0.2474883,1.109885,0.000781223
QSO,BROADLINE,21.91083,21.96098,21.37235,20.70937,19.99867,1.827539,0.6359905,0.9481773,1.417546,2.648377,3.546572,354.681341,354.68136,1.192652404,1.1926453,1.525669,0.02414267,3.371487,0.6555884
QSO,BROADLINE,21.26782,21.07449,20.95001,20.91033,20.42517,1.435811,3.59141,2.70285,3.598425,4.163264,3.573109,354.74103,354.74103,1.17181446,1.1718145,3.019296,1.279058,2.416596,0.2940208
GALAXY,STARBURST,19.99542,18.99773,18.46275,18.14135,17.94894,0.1444319,5.57033,13.0284,23.6531,31.87156,36.42542,32.65274885,32.652733,-1.095317745,-1.095326,3.247838,4.106253,2.962002,3.058489
GALAXY,STARFORMING,20.30094,19.31431,18.81544,18.56202,18.34135,0.1051497,0.8722568,3.570756,6.32298,7.832446,8.59232,32.89455556,32.894568,-1.181081252,-1.181118,18.01844,19.4982,18.01588,9.057568
GALAXY,STARFORMING,20.16843,19.08474,18.60463,18.30762,18.14719,0.1008658,1.041619,5.969868,10.22532,13.34018,16.09402,32.9015775,32.901596,-0.712111825,-0.712121,2.969692,16.94221,5.713196,7.958303
GALAXY,STARFORMING,20.26692,19.18332,18.65916,18.3343,18.17062,0.1116566,5.599723,10.75497,17.68157,23.56031,26.81091,32.29378478,32.293762,-0.303042799,-0.30303,2.933216,3.383624,3.178703,4.119366
GALAXY,STARFORMING,18.92496,17.91669,17.54816,17.39359,17.33435,0.08108631,33.9062,64.78996,87.37054,97.56424,96.48248,32.77446238,32.774451,-0.292493735,-0.292483,1.501332,0.1772296,1.526385,0.200468
GALAXY,STARFORMING,20.08517,18.84072,18.29485,17.99449,17.80413,0.08292037,5.672315,12.1793,21.41565,28.4405,32.06854,32.84395522,32.843928,-0.307508518,-0.307506,3.716273,6.372234,4.07892,5.115318
GALAXY,STARFORMING,20.60092,19.31585,18.60802,18.18106,17.93036,0.198217,4.04943,7.967109,18.8264,29.82415,39.06403,32.48837933,32.488376,0.173674387,0.173681,3.890157,5.890318,3.645733,2.272847
GALAXY,STARBURST,20.50586,19.46087,19.12527,18.97622,18.92622,0.04235502,4.505519,7.286204,8.900783,10.83148,10.27077,33.03768886,33.037666,0.172025631,0.172035,4.189275,5.115097,7.358334,4.106942
GALAXY,STARFORMING,19.99763,19.11621,18.71943,18.5194,18.45417,0.02064205,3.155867,8.847156,13.98706,18.87031,24.44768,32.43237523,32.432352,0.522633037,0.522628,4.167846,1.84748,9.605334,1.855438
GALAXY,STARFORMING,20.21828,18.98782,18.38752,18.04656,17.86762,0.1348762,4.721602,9.43786,18.49848,26.76828,33.26386,32.55997892,32.559938,0.605477403,0.605493,6.703206,11.32568,4.261906,5.248472
QSO,AGN BROADLINE,22.51084,21.46931,20.30158,19.43485,19.23619,0.493513,0.6508564,1.415967,4.936208,10.73591,13.45007,135.3642186,135.36422,25.71111913,25.711117,2.969226,7.24022,3.044611,0.5725142
QSO,STARBURST BROADLINE,22.32747,21.58868,20.20666,19.43693,18.79531,0.5047793,-0.4610061,1.382003,3.764501,8.1841,13.05453,135.309395,135.3094,25.90966682,25.90967,11.30793,29.67442,10.16663,4.719791
QSO,BROADLINE,22.599,22.01879,21.98146,21.92998,21.89004,2.015593,6.443201,3.429198,3.376893,4.131516,5.187215,135.4053388,135.40534,25.93443288,25.934432,1.025941,0.000110557,0.8915391,0.29733
GALAXY,STARFORMING,19.98067,18.32549,17.56686,17.21815,16.91278,0.04874323,11.05769,24.30021,48.97617,68.48083,85.92565,201.0355726,201.03557,30.53736214,30.537367,4.760079,3.167786,3.594511,2.392672
GALAXY,STARFORMING,17.89961,16.31855,15.50847,15.04203,14.64511,0.04636699,20.83384,62.44371,145.7613,228.91,306.3799,201.104824,201.10482,30.52920275,30.529204,13.96416,13.36304,6.777195,6.880617
GALAXY,STARFORMING,22.18573,20.56838,19.39943,18.82451,18.49117,0.1272483,2.99473,9.820799,24.85395,41.48515,58.02026,201.3144528,201.31446,30.43377401,30.433794,2.970194,1.635838,2.298983,0.8629127
QSO,BROADLINE,18.9178,18.91944,18.64774,18.60975,18.69602,1.275679,22.79409,24.59238,34.44838,33.74304,25.64996,201.2514498,201.25145,31.01528238,31.01529,1.633621,0.006985937,1.251373,0.1307033
GALAXY,STARFORMING,18.21214,16.65121,15.85086,15.42578,15.10391,0.06497258,14.67992,49.31557,106.6109,158.7126,199.9548,201.3039274,201.30393,30.98358963,30.983597,10.21015,7.120543,8.488047,4.342522
GALAXY,STARFORMING,19.56419,18.23524,17.75333,17.44597,17.24346,0.06495918,6.008858,12.15732,20.98743,28.8843,35.26963,201.3309451,201.33095,30.96622226,30.966238,4.667125,7.942406,5.243682,9.889189
GALAXY,STARFORMING,18.94834,17.12111,16.30318,15.84989,15.50657,0.04941082,13.97454,42.83866,97.66132,150.5837,186.8509,201.2514054,201.25142,30.82922119,30.829223,4.470201,4.108015,3.923839,3.407389
GALAXY,STARFORMING,18.90808,17.55083,16.94687,16.5572,16.40836,0.06764834,12.49052,36.45931,71.25462,101.19,122.9071,164.3488404,164.34888,29.65939946,29.659421,4.077626,4.107105,3.654603,2.942013
GALAXY,STARFORMING,19.27869,17.88766,17.02573,16.60179,16.33027,0.1071908,7.912064,21.20253,46.93399,70.25859,89.5993,164.6689842,164.669,29.78373161,29.783738,7.759777,9.037624,5.098715,5.117849
QSO,BROADLINE,19.46822,19.27562,19.30466,19.09614,19.13173,1.77551,14.46828,15.905,15.7809,19.95992,22.51156,201.3824791,201.3825,30.287691,30.287681,1.955805,0.2008328,1.520662,0.2335112
GALAXY,STARFORMING,19.24186,18.07086,17.55031,17.21816,16.98991,0.04835401,4.550775,10.02117,17.83911,24.69852,31.53544,201.5044234,201.50442,30.28410212,30.284101,6.999562,15.34701,8.282869,14.05221
QSO,BROADLINE,20.53615,20.39042,20.40494,20.16655,20.35503,2.033087,7.119137,6.569858,7.065237,8.298288,10.99175,164.6682544,164.66824,30.04867357,30.048678,2.037091,0.002516281,1.644141,0.00014741
QSO,BROADLINE,19.22921,18.82822,18.93465,18.68741,18.62259,0.5652052,26.89717,25.83718,23.3696,27.80133,23.39074,201.1358733,201.13588,30.76616043,30.766156,2.013475,0.1426366,2.447841,0.6769735
GALAXY,STARFORMING,19.05917,18.03304,17.80075,17.56981,17.48146,0.06193941,10.41786,21.83225,28.0973,34.37313,37.64824,201.291447,201.29146,30.75644059,30.756436,5.113484,5.270283,4.5077,4.720039
GALAXY,STARFORMING,18.72146,17.53713,17.10477,16.83144,16.60568,0.06039801,15.17966,29.5248,45.88145,59.90645,65.7905,201.2689932,201.269,30.62480524,30.624801,4.181678,5.554451,4.79298,6.37681
GALAXY,STARFORMING,19.29554,18.00481,17.38796,17.01852,16.75748,0.06178291,12.68211,29.71687,52.65456,73.19707,90.73495,201.287236,201.28725,30.67973239,30.679728,3.389164,2.387599,3.628032,2.990413
