u,g,r,i,z,class,subclass
17.19666,17.54381,17.90596,18.40242,18.50612,STAR,OB
18.33116,18.06105,18.33572,18.56859,18.77742,STAR,WD
19.61559,19.42599,19.79965,20.15415,20.62743,STAR,B9
18.98226,18.59448,18.8755,19.07013,19.39609,STAR,WD
19.19044,18.75365,18.96446,19.22997,19.59633,STAR,WD
19.34832,18.99742,19.2073,19.42969,19.69515,STAR,WD
19.04743,18.6523,18.87565,19.10115,19.3326,STAR,WD
19.69889,19.4382,19.70609,20.02753,20.39668,STAR,WD
18.83976,18.50552,18.57163,18.69146,18.82069,STAR,WD
19.37169,19.30974,19.59027,19.87606,20.10871,STAR,WD
20.18658,18.96984,18.44675,18.24249,18.17261,STAR,T2
17.43156,17.67501,18.13285,18.46149,18.74404,STAR,B6
19.78465,20.06526,20.48726,20.6904,20.93067,STAR,T2
19.54957,19.12685,19.36732,19.56981,19.64962,STAR,WD
19.45363,18.98202,19.22862,19.40347,19.66106,STAR,WD
20.19381,19.59867,19.82081,24.36123,20.28562,STAR,M2
17.78283,17.89124,18.16787,18.32477,18.46259,STAR,A0
18.81834,18.46468,18.73915,18.98117,19.34911,STAR,WD
16.86104,17.32639,17.83891,18.24199,18.5659,STAR,O
15.53141,15.20805,15.51182,15.71137,15.91247,STAR,A0p
20.3123,19.84373,20.11368,20.34798,20.6161,STAR,WD
17.12959,16.8807,17.18789,17.4423,17.73936,STAR,WD
20.36854,20.25452,20.64615,20.88802,20.93498,STAR,WD
19.07014,19.09524,19.27966,24.36173,19.52194,STAR,K7
20.48895,20.21202,20.54568,20.78399,20.97791,STAR,WD
20.03587,22.85599,22.56634,22.49604,20.83177,STAR,WD
20.03536,17.86038,16.99222,16.67161,16.51633,STAR,K3
17.52011,17.57803,17.96844,18.27108,18.59808,STAR,WD
17.74026,17.72787,17.94443,18.05737,18.10915,STAR,A0p
20.7985,20.44375,20.65184,20.79947,21.03431,STAR,WD
19.74165,19.51493,19.80972,20.06237,20.42711,STAR,WD
18.66826,18.68235,18.91391,19.13132,19.31009,STAR,L5.5
18.84906,18.47582,18.74406,19.01036,19.31565,STAR,WD
22.5168,19.86943,18.80936,18.42988,18.11434,STAR,K5
17.33517,16.19524,15.81671,15.68756,15.63092,STAR,G0
18.51842,18.57859,18.93239,19.21223,19.39157,STAR,OB
21.69797,19.86473,19.05038,18.82257,18.68851,STAR,K3
22.6641,20.4716,19.50122,19.2206,19.03156,STAR,K3
20.9454,20.39607,20.58248,20.79003,20.55157,STAR,WD
19.57009,19.1647,19.35116,19.53942,19.60075,STAR,WD
19.71067,19.27394,19.47336,19.74674,19.86594,STAR,WD
19.51024,19.16059,19.37706,19.60423,19.87095,STAR,WD
17.28547,16.99725,17.33725,17.59864,17.82779,STAR,A0p
18.51212,18.49478,18.86416,19.16239,19.40218,STAR,WD
18.76951,19.12914,19.64429,20.00134,20.29285,STAR,B9
20.054,20.08185,20.45849,20.64306,21.12859,STAR,WD
18.50516,17.95143,17.59381,16.55836,15.9208,STAR,WD
16.49287,16.62982,17.08675,17.40577,17.67153,STAR,WD
19.9031,19.86261,20.15948,20.46599,20.96651,STAR,WD
20.42102,20.46135,20.8382,21.27085,21.88099,STAR,WD
19.30941,18.89872,19.05076,19.24903,19.60994,STAR,WD
19.53546,19.16487,19.07211,19.0899,19.19323,STAR,CarbonWD
17.84098,18.16227,18.62999,18.99962,19.21784,STAR,B9
15.70122,16.1433,16.67682,17.02451,17.36218,STAR,B9
19.78241,19.85948,20.16164,20.31202,20.64363,STAR,OB
17.67605,18.00453,18.4578,18.78227,19.07847,STAR,WD
19.82121,19.40428,19.62728,19.91173,20.11614,STAR,WD
19.41968,19.44364,19.83365,20.09274,20.17948,STAR,WD
19.08217,18.65976,18.85243,19.0712,19.23656,STAR,WD
19.45727,19.03133,19.31897,19.54112,19.81235,STAR,WD
19.29366,19.39883,19.87523,20.108,20.52236,STAR,WD
19.70674,19.36102,19.67507,19.92679,20.23063,STAR,WD
18.52791,18.12314,18.34706,18.57385,18.8054,STAR,WD
17.76634,17.78938,18.07011,18.29045,18.60917,STAR,OB
22.73907,17.1614,19.08731,16.95266,15.7494,STAR,M6
18.73987,18.73737,19.04653,19.32225,19.7364,STAR,WD
19.36254,18.99669,19.31131,19.50821,19.89179,STAR,WD
19.58162,19.60241,19.97742,20.29944,20.42401,STAR,F9
19.15845,19.11244,19.48452,19.74008,20.08995,STAR,WD
14.89592,15.34044,15.93669,16.29833,16.68338,STAR,O
19.00509,19.34105,19.80679,20.18267,20.46927,STAR,OB
18.187,17.7642,17.93077,18.12049,18.35508,STAR,WD
20.86632,20.47002,20.63843,20.79246,21.56779,STAR,WD
21.54735,19.33477,18.18624,17.7784,17.55131,STAR,K5
18.06522,17.88966,18.22571,18.47579,18.79594,STAR,WD
17.59953,17.09968,17.40783,17.63066,17.83127,STAR,A0p
15.2657,15.44776,15.89226,16.25254,16.53953,STAR,A0p
19.65521,19.41838,19.72818,19.92443,20.11862,STAR,WD
18.83439,18.33413,18.23671,18.18302,18.22923,STAR,CV
19.49298,19.35424,19.5468,19.81307,20.02195,STAR,WD
19.32774,19.38502,19.67529,19.79371,20.17282,STAR,OB
19.12304,18.4711,18.21773,18.13978,18.21712,STAR,CV
20.27121,20.0815,20.31379,20.58617,20.56778,STAR,WD
19.12873,19.25825,19.57778,19.81779,20.0003,STAR,OB
19.59077,19.17042,19.35683,19.5245,19.66751,STAR,WD
18.58816,18.52894,18.93204,19.18988,19.44518,STAR,A0p
18.16553,17.69338,17.57564,17.55889,17.63027,STAR,CV
18.89579,18.48826,18.72283,18.91656,19.19292,STAR,WD
20.82377,20.80801,21.01554,21.37537,21.21714,STAR,WD
19.33496,19.33567,19.51889,19.71219,19.90441,STAR,WD
18.51934,16.1876,15.21229,14.87953,14.70087,STAR,K5
20.63211,18.96812,17.74951,17.37156,17.07484,STAR,Carbon
17.55847,17.62304,18.06881,18.32943,18.67306,STAR,WD
19.82279,19.29888,19.24227,19.21866,19.31863,STAR,CV
20.27672,20.01382,20.24065,20.54099,21.02019,STAR,WD
19.26032,19.67743,20.15862,20.55942,21.00375,STAR,WD
19.49119,19.29201,19.56596,19.83207,19.9482,STAR,WD
19.70195,19.20671,19.39381,19.56775,19.68089,STAR,WD
19.86315,19.44417,19.36227,19.36294,19.55125,STAR,CV
16.21071,16.27143,16.59687,16.75398,16.89986,STAR,A0
19.68802,19.78931,20.13391,20.39244,20.77537,STAR,WD
17.57069,17.71715,18.1562,18.47444,18.7883,STAR,WD
18.04739,17.87063,18.12551,18.36448,18.62229,STAR,WD
18.6948,18.70079,18.95695,19.20889,19.43358,STAR,OB
17.42124,17.50157,17.89349,18.20771,18.48568,STAR,WD
18.08529,17.73029,18.01481,18.2469,18.41246,STAR,A0p
17.14213,17.36673,17.835,18.1733,18.39128,STAR,B9
19.0523,18.95248,19.02616,19.41565,19.69661,STAR,F9
17.62517,17.53856,17.71288,17.89342,18.14266,STAR,F5
20.75988,20.95512,21.14676,21.51635,21.62008,STAR,WD
19.37611,19.59106,19.92423,20.30244,20.45116,STAR,WD
19.54265,18.94981,18.75156,18.68064,18.64254,STAR,CV
14.9796,15.39523,15.93314,16.31971,16.64223,STAR,B9
14.84531,15.22192,15.72394,16.02762,16.30014,STAR,B9
17.55781,17.21401,17.43538,17.66173,17.92342,STAR,WD
19.1744,19.11952,19.48996,19.80146,20.09649,STAR,WD
18.02697,17.99226,18.37436,18.71443,18.97011,STAR,WD
18.97602,18.74615,19.06075,19.31104,19.65478,STAR,WD
16.36978,15.98766,16.32099,16.59352,16.82717,STAR,A0
18.06572,17.67174,17.86642,18.07999,18.30679,STAR,WD
20.48987,20.21934,20.56708,20.73422,20.63777,STAR,WD
15.62068,15.7158,16.07735,16.3813,16.67393,STAR,OB
17.07965,17.30887,17.61065,17.81075,17.95122,STAR,A0
18.55492,18.57904,18.80912,19.11501,19.43991,STAR,OB
19.03458,19.06569,19.3539,19.57387,19.83449,STAR,OB
20.96016,18.20705,16.92323,16.42497,16.13956,STAR,K7
21.53118,19.62052,18.62064,18.33899,18.19341,STAR,Carbon_lines
20.95195,20.31018,20.41743,20.52628,20.68171,STAR,WD
18.62173,18.28003,18.50898,18.71104,18.88455,STAR,WD
18.99331,18.53415,18.60478,18.73569,18.96301,STAR,WD
18.7517,18.4138,18.71885,18.97211,19.2025,STAR,WD
19.39605,19.39242,19.59694,19.9339,19.97492,STAR,OB
18.79511,18.3029,18.48601,18.71231,18.90069,STAR,WD
20.03479,19.77353,19.97324,20.10075,20.08119,STAR,WD
19.566,19.3048,19.49743,19.61836,19.66177,STAR,WD
14.23973,14.71165,15.27308,15.69032,16.10537,STAR,OB
20.05436,20.21257,20.49636,20.83376,21.39811,STAR,WD
19.51798,19.07995,19.29123,19.46733,19.57084,STAR,A0p
19.11393,19.00706,19.21843,19.46011,19.63671,STAR,WD
20.7986,20.35263,20.46923,20.67504,20.68619,STAR,WD
19.41952,19.00203,19.17022,19.3631,19.61032,STAR,WD
19.24619,18.62511,18.5167,18.55682,18.6103,STAR,WD
20.44321,19.99961,20.09242,20.19827,20.15022,STAR,WD
20.91284,20.46228,20.71766,21.07646,20.97889,STAR,WD
20.25385,19.98865,20.18305,20.41351,20.50249,STAR,WD
17.76734,17.75722,18.17896,18.47798,18.76661,STAR,A0p
20.07323,19.73391,20.02785,20.24088,20.536,STAR,WD
19.57208,19.147,19.33987,19.55221,19.87776,STAR,WD
19.61839,19.31323,19.53758,19.79251,20.03621,STAR,WD
21.36145,19.87087,19.21286,18.9624,18.80885,STAR,K1
20.55079,20.43166,20.76567,21.03578,21.25936,STAR,WD
19.42488,18.11695,17.66153,17.47556,17.43516,STAR,F9
19.47997,17.66532,16.98645,16.77116,16.68992,STAR,K1
19.97648,17.74219,16.78537,16.43474,16.26107,STAR,K5
20.21146,19.89165,20.10627,20.37007,20.6407,STAR,WD
19.95043,19.62553,19.91624,20.09516,20.43886,STAR,WD
18.41071,17.1647,16.74161,16.80169,16.53306,STAR,F9
22.30334,19.88136,19.05944,18.88755,18.55687,STAR,K3
19.24232,18.08047,17.68805,17.74941,17.51387,STAR,G0
21.16355,19.30519,18.54906,18.46831,18.13027,STAR,K3
20.04996,19.69193,19.92951,20.13421,20.58773,STAR,WD
22.70736,19.84185,18.89219,18.54699,18.3923,STAR,K3
20.2021,20.09299,20.45496,20.72004,20.65977,STAR,WD
18.8374,18.8195,19.13344,19.39409,19.67502,STAR,WD
18.3243,18.55934,18.89867,19.15441,19.51609,STAR,WD
19.34478,19.73915,20.19962,20.57574,21.15833,STAR,L9
20.05933,19.78349,20.03231,20.15807,20.50427,STAR,WD
17.96775,18.04918,18.43699,18.75062,19.09625,STAR,WD
19.51169,19.16672,19.39161,19.64367,19.84208,STAR,WD
20.17527,19.84208,20.04089,20.35948,20.19661,STAR,WD
18.81928,18.80071,19.12223,19.41332,19.67975,STAR,WD
17.83758,17.48039,17.63888,17.83383,18.09323,STAR,WD
18.80222,18.46015,18.68012,18.918,19.11892,STAR,WD
18.83332,18.44568,18.71415,18.95454,19.20043,STAR,WD
19.70325,19.44146,19.8111,20.07255,20.30817,STAR,WD
17.65384,17.29561,17.5326,17.77676,18.03626,STAR,WD
18.77508,19.09613,19.48289,19.53739,19.39362,STAR,M0
16.67256,16.35547,16.68249,16.9294,17.15785,STAR,A0
19.42167,19.00187,19.18238,19.41278,19.5171,STAR,WD
19.45752,19.12662,19.32107,19.51333,19.82519,STAR,WD
19.66925,19.25634,19.47367,19.7271,20.07788,STAR,WD
17.18448,17.06756,17.39778,17.70576,18.02284,STAR,WD
19.66371,19.45077,19.6425,19.64449,19.37579,STAR,WD
18.6999,19.11956,19.32046,19.67068,19.56104,STAR,A0p
19.27452,18.92329,19.25166,19.51378,19.67385,STAR,A0
19.08981,19.11111,19.41695,19.65693,19.96824,STAR,OB
19.34376,19.64519,20.14523,20.57883,20.98639,STAR,WD
20.5426,20.12585,20.39187,20.59818,20.74809,STAR,WD
19.07443,18.67687,18.80849,18.96873,19.12195,STAR,WD
19.20292,18.80318,19.09042,19.30265,19.5072,STAR,WD
17.46223,17.07382,17.29752,17.4657,17.62889,STAR,WD
19.82397,19.4198,19.64608,19.88097,19.97691,STAR,WD
17.97285,18.29163,18.76243,19.12054,19.47106,STAR,B9
20.37135,20.1504,20.37803,20.66391,21.25762,STAR,WD
19.50158,19.35648,19.67164,19.9489,20.14889,STAR,WD
18.8511,19.0095,19.39119,19.62457,19.90615,STAR,A0p
19.42377,18.94602,19.15873,19.3979,19.64498,STAR,WD
20.13536,19.5153,19.66451,19.80099,19.87737,STAR,WD
19.7024,19.23566,19.0742,19.06133,19.17549,STAR,CV
20.08681,19.49643,19.30989,19.25505,19.36651,STAR,CV
17.95318,17.54367,17.70834,17.87626,18.11395,STAR,WD
19.09008,19.00163,19.29834,19.56616,19.81053,STAR,WD
18.56765,18.1159,18.44627,18.71581,18.90588,STAR,A0p
19.64352,19.27156,19.56918,19.76515,20.11686,STAR,WD
21.54818,19.44151,18.55505,18.19959,18.02514,STAR,K3
19.85447,19.30608,19.09496,18.99756,19.05433,STAR,CV
19.36176,19.46016,19.75329,19.93919,20.35543,STAR,OB
19.32412,18.63073,18.364,18.27255,18.28611,STAR,CV
20.16403,19.22463,18.9172,18.80817,18.80162,STAR,F5
18.91171,19.26164,19.75389,20.13194,20.47574,STAR,B9
19.74366,19.14681,18.89683,18.79847,18.84319,STAR,CV
15.0673,15.34164,15.86184,16.2303,16.55695,STAR,B9
18.25613,17.86482,17.80937,17.74462,17.62213,STAR,WD
18.84779,18.43336,18.63608,18.80522,19.00524,STAR,WD
19.7954,19.46602,19.71681,20.02501,20.18601,STAR,WD
18.05734,18.47745,18.98138,19.35697,19.61961,STAR,O
18.82905,18.57248,18.75951,18.88423,18.95289,STAR,WD
19.64185,19.30432,19.46622,19.61372,19.85485,STAR,WD
15.26478,14.94045,15.32135,15.58162,15.81444,STAR,A0p
17.61239,17.64329,18.04599,18.36385,18.61069,STAR,WD
17.00072,16.73125,16.80232,16.91624,17.06332,STAR,B6
19.14432,18.08919,18.02031,18.01544,18.09189,STAR,A0
20.45315,19.91107,19.9979,20.05487,20.3435,STAR,WD
19.95029,19.82049,20.07521,20.24233,20.43057,STAR,WD
20.58187,20.2282,20.37896,20.5,20.85093,STAR,WD
20.65418,20.46825,20.62216,20.88639,21.06528,STAR,OB
20.33667,19.59255,19.37419,19.33158,19.27092,STAR,L5.5
19.20396,17.24487,16.47418,16.18893,16.03318,STAR,K3
19.16268,18.79096,19.02427,19.33198,19.50574,STAR,WD
21.02162,20.45266,20.59809,20.72466,21.30983,STAR,WD
19.21661,18.59125,18.99422,19.16626,19.34899,STAR,A0p
19.78874,19.31209,19.56082,19.77696,19.89707,STAR,WD
19.67152,19.2968,19.47374,19.63814,19.76495,STAR,WD
18.55208,18.64124,19.03161,19.31114,19.5823,STAR,OB
19.28207,18.75855,18.51703,18.4542,18.42879,STAR,CV
19.84997,19.355,19.27443,19.2507,19.30929,STAR,L9
19.42844,19.00916,19.29876,19.55123,19.68242,STAR,WD
19.66045,19.37818,19.71999,19.98889,20.38055,STAR,WD
19.05875,18.57627,18.44333,18.44709,18.50898,STAR,CV
19.14936,19.34036,19.67533,19.99192,20.3583,STAR,OB
18.83448,18.56883,18.87583,19.11004,19.43645,STAR,WD
19.8,19.66791,20.02258,20.28571,20.27469,STAR,WD
18.59313,18.67731,19.18101,19.51355,19.93533,STAR,WD
19.20113,19.33409,19.69985,20.00533,20.42009,STAR,OB
18.89384,19.39436,19.94238,20.48034,21.05227,STAR,B9
18.0103,17.5967,17.83666,18.07418,18.28789,STAR,WD
17.54646,17.10491,17.27222,17.44046,17.64634,STAR,A0p
15.16845,14.87518,15.15564,15.39523,15.58625,STAR,B6
15.48851,15.29819,15.57246,15.79849,16.01269,STAR,A0p
17.96638,18.1629,18.49587,18.7211,18.93513,STAR,B9
19.9668,19.37672,19.4433,19.60692,19.76868,STAR,WD
20.63806,20.59185,20.79035,20.86008,20.75024,STAR,B9
14.8531,14.86174,15.14078,15.36298,15.59088,STAR,B6
20.26909,20.01745,20.30574,20.55732,20.61964,STAR,WD
19.95209,20.06249,20.49209,20.78146,21.17385,STAR,WD
17.80814,17.35188,17.28614,17.3425,17.43435,STAR,A0
16.6541,16.19073,16.37786,16.56209,16.773,STAR,WD
19.42619,19.27622,19.65649,19.8919,20.28975,STAR,WD
19.70068,19.58119,19.93604,19.8282,19.49756,STAR,WD
16.07102,16.36071,16.82156,17.16754,17.44501,STAR,O
18.67062,18.24282,18.47904,18.73073,18.95372,STAR,WD
19.89282,19.76793,20.10928,20.45111,20.50103,STAR,WD
20.92145,20.22305,19.82262,18.90894,18.14882,STAR,M4
21.29428,20.88256,20.80904,20.81781,20.69568,STAR,WD
18.43147,18.07314,17.97697,17.99277,18.04538,STAR,B9
19.66415,18.98998,18.91619,18.94167,19.05186,STAR,WD
20.13904,19.6286,19.58408,19.7406,19.70075,STAR,WD
20.43998,20.1401,20.4408,20.66304,21.2172,STAR,WD
19.17148,19.1096,19.41968,19.70131,19.941,STAR,WD
19.47263,19.37348,19.56657,19.76482,19.99693,STAR,WD
16.53243,16.7222,17.08068,17.35275,17.67503,STAR,B9
15.7202,14.60014,14.23465,14.09986,14.06804,STAR,G0
18.23434,16.83141,16.32431,16.15393,16.07088,STAR,F9
21.5236,19.24444,18.2176,17.88787,17.61607,STAR,K5
19.10145,17.56176,16.93771,16.72112,16.62863,STAR,K1
20.02439,17.66325,16.64859,16.26161,16.04538,STAR,K5
19.6568,18.64376,18.23927,18.09522,18.04805,STAR,F5
14.17918,14.48314,14.90226,15.22125,15.53033,STAR,B9
20.04389,19.5335,19.65934,19.79399,20.08411,STAR,WD
18.55882,16.64345,15.87536,15.61389,15.46691,STAR,K3
16.40371,16.87938,17.44731,17.84271,18.15731,STAR,O
20.42912,18.13674,17.08525,16.78752,16.6754,STAR,Carbon_lines
21.35647,19.25506,18.3821,18.07359,17.87647,STAR,K3
21.83388,19.9401,19.08091,18.77403,18.58116,STAR,K3
20.1912,18.84284,18.2439,17.97186,17.88263,STAR,F9
20.25623,18.52563,17.75993,17.4577,17.28773,STAR,K1
22.03472,20.05965,19.18253,18.79583,18.58692,STAR,K3
21.88734,20.19707,19.47878,19.19803,18.86534,STAR,K1
21.72063,19.29027,18.21697,17.71531,17.45657,STAR,K3
19.59967,19.22919,19.48236,19.67932,19.89219,STAR,WD
20.28724,20.1424,20.57081,21.14851,21.65645,STAR,WD
20.4428,20.41068,20.60826,20.75808,20.8063,STAR,OB
19.76488,19.80479,20.1797,20.50617,21.04238,STAR,WD
19.59602,19.97727,20.43232,20.98712,21.04217,STAR,T2
18.95685,18.57176,18.78072,18.95686,19.20051,STAR,WD
14.44017,14.52322,14.9894,15.31397,15.64246,STAR,B6
16.76514,16.63816,16.82588,16.91315,17.00405,STAR,A0
18.1899,18.59425,19.05224,19.42284,19.72798,STAR,O
17.0089,16.70036,16.96553,17.18522,17.46095,STAR,WD
19.87649,19.42407,19.60209,19.80616,20.06972,STAR,WD
20.25238,20.06675,20.34368,20.65529,20.81947,STAR,WD
16.63558,16.4734,16.81263,17.10155,17.38518,STAR,WD
17.99191,17.59505,17.86475,18.07504,18.37042,STAR,WD
16.72918,16.83035,17.14047,17.38957,17.62741,STAR,OB
16.41194,16.39253,16.51807,16.58348,16.64354,STAR,A0
19.05377,19.10171,19.48424,19.80885,20.06702,STAR,WD
20.47946,18.32908,17.44422,17.12966,16.95448,STAR,K3
21.17844,19.41764,18.50669,18.14887,17.96367,STAR,K3
20.92056,19.49803,18.87383,18.6354,18.47509,STAR,F9
18.30518,16.76872,16.10039,15.83701,15.67612,STAR,F9
20.1838,18.83719,18.28243,18.05419,17.95586,STAR,F9
17.88519,18.2387,18.75936,19.09109,19.37381,STAR,O
19.79954,19.46986,19.73049,20.02007,20.209,STAR,WD
17.77037,17.35627,17.66512,17.90763,18.11427,STAR,A0p
19.33795,19.25303,19.6404,19.9223,20.25779,STAR,WD
18.92593,17.82495,18.05908,18.23792,18.36076,STAR,A0
20.31003,20.07218,20.34912,20.34916,20.07396,STAR,WD
18.86144,18.38383,18.52488,18.73203,18.98838,STAR,WD
18.36021,18.80509,19.30966,19.68258,19.8073,STAR,O
20.14501,20.1577,20.35327,20.52153,20.45753,STAR,OB
24.70116,16.8967,15.57799,23.70361,23.0285,STAR,F5
17.74289,18.31998,18.36835,18.14895,17.91434,STAR,CV
19.60684,19.294,19.59682,19.88808,20.18056,STAR,WD
19.8301,19.53127,19.78584,20.03056,20.35872,STAR,WD
17.79113,17.85605,18.15408,18.39694,18.7631,STAR,OB
19.78024,19.27806,19.21368,19.238,19.48741,STAR,WD
19.90963,19.47948,19.7388,20.00251,20.34878,STAR,A0
18.3468,18.71054,19.31292,19.59045,20.08735,STAR,WD
19.65215,19.35703,19.47262,19.66292,19.80134,STAR,WD
19.90184,18.90559,18.50851,18.3452,18.26588,STAR,F5
18.42375,17.15907,16.70108,16.53574,16.47783,STAR,F9
19.88476,18.92106,18.63914,18.5301,18.52016,STAR,F5
21.47756,20.33338,19.80872,19.60732,19.5343,STAR,F5
18.14487,18.09173,18.45675,18.74953,19.03683,STAR,WD
19.35418,19.77505,20.1859,20.5465,20.58284,STAR,A0p
20.84466,20.60368,20.73216,20.91978,20.86706,STAR,WD
20.41254,20.01573,20.15901,20.3315,20.6415,STAR,WD
17.6733,17.71898,18.09212,18.36746,18.59905,STAR,WD
15.42775,15.22919,15.56567,15.85421,16.13482,STAR,WD
14.46056,14.85629,15.39521,15.76411,16.08488,STAR,O
18.50859,18.68783,19.06768,19.36028,19.55637,STAR,OB
20.21701,20.2747,20.67419,20.89053,20.90291,STAR,WD
18.50429,18.30324,18.61335,18.89303,19.11441,STAR,WD
19.79047,20.0595,20.56028,20.85947,21.73435,STAR,WD
19.93042,19.55379,19.46415,19.42616,19.59824,STAR,CV
19.5145,19.163,19.44921,19.65572,19.90859,STAR,WD
19.74541,19.18183,19.09233,19.06531,19.09408,STAR,CV
18.87516,18.96604,19.30627,19.63309,19.76869,STAR,OB
20.79605,19.74143,19.27305,19.10881,19.06446,STAR,F5
18.53618,18.66783,18.98016,19.17862,19.32386,STAR,B9
19.98221,20.13379,20.5237,20.7313,20.9135,STAR,OB
19.21038,19.24586,19.6074,19.8733,20.14599,STAR,WD
19.50831,18.53643,18.24757,18.2048,18.16349,STAR,F5
19.69226,19.24812,19.40501,19.57944,19.85153,STAR,WD
20.18319,19.75078,20.03375,20.26872,20.67833,STAR,WD
19.80109,19.40054,19.63764,19.85349,19.95789,STAR,WD
20.07362,19.12419,18.88109,18.75747,18.72897,STAR,F5
18.78615,18.50689,18.77807,19.03401,19.30427,STAR,WD
19.51306,19.02852,19.20855,19.40178,19.62893,STAR,WD
19.36539,19.63943,20.13929,20.45114,20.51417,STAR,WD
19.54397,19.0893,19.25164,19.44938,19.64261,STAR,WD
19.81393,19.35715,19.55989,19.78341,20.1208,STAR,WD
19.51718,19.00576,19.18044,19.36796,19.65532,STAR,WD
19.39023,19.11093,19.3477,19.55113,20.03935,STAR,WD
18.72436,19.05232,19.50983,19.81661,20.1083,STAR,OB
18.9836,18.76886,19.03689,19.32155,19.7288,STAR,WD
19.17242,19.31501,19.70599,19.99854,20.46149,STAR,WD
20.51894,20.10416,20.07918,20.17516,20.61006,STAR,WD
20.44824,20.21443,20.39443,20.61475,20.63317,STAR,WD
20.79523,20.4974,20.39202,19.74875,19.14175,STAR,M5
20.98937,20.65974,20.78243,20.93305,21.14497,STAR,WD
21.62301,21.01199,21.09965,21.26246,21.20725,STAR,WD
22.46378,20.2128,19.17977,18.78452,18.54104,STAR,K5
21.43893,19.76067,19.01525,18.71081,18.60647,STAR,K1
18.83626,16.54694,15.66131,15.33679,15.17433,STAR,K3
19.07828,19.31668,19.73626,20.07519,20.48355,STAR,WD
15.26244,15.36549,15.79578,16.14057,16.45581,STAR,B6
17.26182,17.64161,18.12619,18.50249,18.85895,STAR,B9
18.09334,18.11493,18.45634,18.76183,19.04978,STAR,WD
20.59496,20.3414,20.63128,20.90409,20.8598,STAR,WD
20.34921,19.96802,20.20829,20.45104,20.68989,STAR,WD
20.05106,20.12749,20.36968,20.59551,20.76496,STAR,OB
18.33323,18.31723,18.57248,18.73725,18.99138,STAR,OB
19.81758,19.38746,19.58853,19.74698,20.03646,STAR,WD
19.5121,19.08913,19.33478,19.56293,19.81411,STAR,WD
16.7629,16.609,16.96317,17.25691,17.54005,STAR,A0p
19.3494,18.87502,18.96694,19.13633,19.26452,STAR,WD
18.94261,19.38249,19.93735,20.22343,20.75406,STAR,O
20.16932,19.22255,18.97768,18.85868,18.86884,STAR,F5
20.06913,19.34718,19.04018,18.97777,18.94547,STAR,CV
19.49583,18.99399,19.22927,19.32883,19.29706,STAR,WD
19.40672,19.0188,19.35349,19.55383,19.63997,STAR,WD
19.46794,18.79881,19.00233,19.19091,19.3771,STAR,A0p
17.62123,17.94147,18.38635,18.66649,19.01022,STAR,O
19.21671,18.72341,18.81624,18.98685,19.45613,STAR,WD
19.50082,19.63111,19.97548,20.34069,20.40694,STAR,WD
20.11391,19.94646,20.28832,20.40773,20.80638,STAR,WD
19.75263,19.35372,19.58109,19.81374,20.078,STAR,WD
19.39485,19.01337,19.23365,19.36486,19.63608,STAR,WD
18.98959,18.90763,19.11499,19.30403,19.54139,STAR,OB
22.48926,20.25641,19.14386,18.71223,18.45617,STAR,K5
20.68283,19.19203,18.50338,18.24822,18.09161,STAR,F9
19.93432,20.04964,20.41989,20.73333,21.00337,STAR,WD
20.84991,20.42185,20.64291,20.75524,20.83821,STAR,WD
19.84426,19.57756,19.80428,20.06533,20.33351,STAR,WD
17.01447,17.37928,17.72878,17.66393,17.44505,STAR,M2
18.90929,16.55076,15.566,15.22896,15.04877,STAR,K5
20.00351,19.63016,19.95699,20.23316,20.04606,STAR,WD
19.17991,18.75211,18.94367,19.10777,19.33432,STAR,WD
19.8623,19.43835,19.64212,19.88476,20.07279,STAR,WD
19.86657,19.35006,19.51435,19.68121,20.14162,STAR,WD
19.04417,19.10438,19.41312,19.65526,19.84187,STAR,OB
18.52781,18.1191,18.2843,18.49246,18.73426,STAR,WD
19.02125,19.42969,19.89838,20.31371,20.51203,STAR,B9
18.19259,18.39406,18.81239,19.09944,19.42941,STAR,WD
18.92116,18.49952,18.65749,18.85853,18.95566,STAR,WD
18.0871,18.21071,18.44014,18.56249,18.74428,STAR,B9
19.76925,19.36079,19.59731,19.73839,19.77902,STAR,WD
19.58885,19.21822,19.41793,19.69557,20.08499,STAR,WD
20.09589,20.17647,20.51241,20.90251,21.06001,STAR,WD
19.58702,19.37065,19.63786,19.9119,20.13376,STAR,WD
19.16662,19.20446,19.61009,20.02403,20.63615,STAR,WD
17.40812,17.73678,18.23531,18.44225,18.48702,STAR,WD
